date,firefox-version,firefox-interop-2023-events,firefox-interop-2024-layout,firefox-interop-2025-anchor-positioning,firefox-interop-2025-backdrop-filter,firefox-interop-2025-core-web-vitals,firefox-interop-2025-details,firefox-interop-2025-modules,firefox-interop-2025-navigation,firefox-interop-2025-remove-mutation-events,firefox-interop-2025-scope,firefox-interop-2025-scrollend,firefox-interop-2025-storageaccess,firefox-interop-2025-textdecoration,firefox-interop-2025-urlpattern,firefox-interop-2025-view-transitions,firefox-interop-2025-webassembly,firefox-interop-2025-webcompat,firefox-interop-2025-webrtc,firefox-interop-2025-writingmodes,interop-interop-2023-events,interop-interop-2024-layout,interop-interop-2025-anchor-positioning,interop-interop-2025-backdrop-filter,interop-interop-2025-core-web-vitals,interop-interop-2025-details,interop-interop-2025-modules,interop-interop-2025-navigation,interop-interop-2025-remove-mutation-events,interop-interop-2025-scope,interop-interop-2025-scrollend,interop-interop-2025-storageaccess,interop-interop-2025-textdecoration,interop-interop-2025-urlpattern,interop-interop-2025-view-transitions,interop-interop-2025-webassembly,interop-interop-2025-webcompat,interop-interop-2025-webrtc,interop-interop-2025-writingmodes,revision,metadata-revision
2025-03-03T11:10:03,20250303111003,953,957,241,826,571,567,989,21,400,843,916,894,1000,1,370,400,595,808,911,953,957,241,826,571,567,989,21,400,843,916,894,1000,1,370,500,595,808,970,b2432da9eac82bb1169a19b8019d0843426912a9,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-03T16:29:10,20250303162910,953,957,241,826,571,567,989,21,400,843,916,897,1000,1,374,400,595,808,911,953,957,241,826,571,567,989,21,400,843,916,897,1000,1,374,500,595,808,970,d4371465982dfa17147909c585a516b7389e0751,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-04T04:58:00,20250304045800,953,957,241,826,563,567,989,21,400,843,916,988,1000,1,370,400,595,808,911,953,957,241,826,563,567,989,21,400,843,916,988,1000,1,370,500,595,808,970,2993c64682bd621e8a0479c1176561bf3a1bd523,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-04T09:40:20,20250304094020,953,957,241,826,563,567,989,21,400,843,916,988,1000,1,367,400,595,808,911,953,957,241,826,563,567,989,21,400,843,916,988,1000,1,367,500,595,808,970,0e373cd7cbbab616ab5a89b22ef5839920161d39,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-04T15:33:46,20250304153346,953,957,241,826,554,567,989,21,400,843,916,988,1000,1,367,400,595,808,911,953,957,241,826,554,567,989,21,400,843,916,988,1000,1,367,500,595,808,970,5fda7e54b5bc816f25e15ed73cb7109d907dcfbb,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-04T15:57:19,20250304155719,953,957,241,826,554,567,989,21,400,843,916,988,1000,1,367,400,595,808,911,953,957,241,826,554,567,989,21,400,843,916,988,1000,1,367,500,595,808,970,73340dad529243c691d0896cac80527bea1a98aa,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-04T21:35:04,20250304213504,953,957,241,826,563,567,989,21,400,843,916,985,1000,1,370,400,777,808,911,953,957,241,826,563,567,989,21,400,843,916,985,1000,1,370,500,777,808,970,291b8d26dbbb5322f59f67a790e6641db8bafced,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-10T09:44:22,20250310094422,953,957,241,826,554,567,989,21,1000,843,916,988,1000,1,370,400,777,808,911,953,957,241,826,554,567,989,21,1000,843,916,988,1000,1,370,500,777,808,970,d1065c17a700bc3082d76e8e64b79d7f1a36ba73,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-10T17:08:35,20250310170835,953,957,241,826,563,567,989,21,1000,843,916,988,1000,1,370,400,777,808,970,953,957,241,826,563,567,989,21,1000,843,916,988,1000,1,370,500,777,808,970,c62fda6846e652000919dda1fa619960b6732c8e,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-10T20:58:49,20250310205849,953,957,241,826,563,567,989,21,1000,843,916,985,1000,1,456,400,777,808,970,953,957,241,826,563,567,989,21,1000,843,916,985,1000,1,456,500,777,808,970,9831b2c9fffc4290dc97e79b065da55a2b8c6b11,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-11T04:57:05,20250311045705,953,957,241,826,554,567,989,21,1000,843,916,985,1000,1,460,400,777,808,970,953,957,241,826,554,567,989,21,1000,843,916,985,1000,1,460,500,777,808,970,b629eb5c0e3d5ca5264311f81fd63d72aec9946b,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-11T09:05:47,20250311090547,953,957,241,826,554,567,989,21,1000,843,916,988,1000,1,460,400,777,808,970,953,957,241,826,554,567,989,21,1000,843,916,988,1000,1,460,500,777,808,970,1d513d30adbd2e89c826c9ce540ee2e83104ca73,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-11T21:27:27,20250311212727,953,957,241,826,567,567,989,21,1000,843,916,985,1000,1,460,400,777,808,970,953,957,241,826,567,567,989,21,1000,843,916,985,1000,1,460,500,777,808,970,97fe6a90f114eebeaec0e1c466dcdcc554eb1d3b,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
